Starting pygame as no macOS has been detected
pygame 2.6.1 (SDL 2.28.4, Python 3.12.3)
Hello from the pygame community. https://www.pygame.org/contribute.html
         5112270 function calls (4771430 primitive calls) in 7.599 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1626    0.003    0.000    0.086    0.000 flexparser.py:967(consume_opening)
    20867    0.003    0.000    0.003    0.000 inspect.py:2777(kind)
      270    0.003    0.000    0.027    0.000 _decorators.py:363(decorator)
      114    0.003    0.000    0.006    0.000 pathlib.py:407(_load_parts)
       82    0.003    0.000    0.025    0.000 typing.py:2854(__new__)
     2085    0.003    0.000    0.215    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
      889    0.003    0.000    0.006    0.000 flexparser.py:181(from_statement_iterator_element)
     6016    0.003    0.000    0.004    0.000 inspect.py:371(isfunction)
      558    0.003    0.000    0.004    0.000 function_base.py:2285(__init__)
     2111    0.003    0.000    0.008    0.000 __init__.py:101(find_spec)
      442    0.003    0.000    0.009    0.000 dataclasses.py:760(_get_field)
  834/237    0.003    0.000    5.426    0.023 {built-in method builtins.__import__}
     1441    0.003    0.000    0.004    0.000 _parser.py:449(_uniq)
      279    0.003    0.000    0.028    0.000 compute.py:273(_make_signature)
      203    0.003    0.000    0.007    0.000 version.py:186(__init__)
     4636    0.003    0.000    0.003    0.000 {method 'rfind' of 'str' objects}
      136    0.003    0.000    0.007    0.000 typing.py:378(resolve_annotations)
     2674    0.003    0.000    0.006    0.000 cbook.py:405(_strip_comment)
      819    0.003    0.000    0.003    0.000 {method 'translate' of 'str' objects}
     3771    0.003    0.000    0.046    0.000 <frozen importlib._bootstrap>:632(cached)
      447    0.003    0.000    0.014    0.000 __init__.py:9(__new__)
      527    0.003    0.000    0.013    0.000 fields.py:439(_get_field_info)
     5135    0.003    0.000    0.034    0.000 flexparser.py:699(peek)
     3621    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:173(__exit__)
     7797    0.003    0.000    0.004    0.000 _docscrape.py:65(eof)
      132    0.003    0.000    0.004    0.000 core.py:51(deprecated)
       44    0.003    0.000    0.017    0.000 inspect.py:2208(_signature_fromstr)
      460    0.003    0.000    0.005    0.000 _generate_schema.py:456(_add_js_function)
     7272    0.003    0.000    0.003    0.000 {built-in method _thread.get_ident}
     2787    0.003    0.000    0.004    0.000 copy.py:231(_keep_alive)
      661    0.003    0.000    0.170    0.000 base_defparser.py:35(to_scaled_units_container)
     2232    0.003    0.000    0.011    0.000 util.py:820(__eq__)
      638    0.003    0.000    0.640    0.001 _generate_schema.py:909(_generate_md_field_schema)
      448    0.003    0.000    0.004    0.000 core_schema.py:2292(with_default_schema)
     3134    0.003    0.000    0.003    0.000 <frozen _collections_abc>:819(keys)
      542    0.003    0.000    0.007    0.000 typing.py:345(_remove_dups_flatten)
    40/10    0.003    0.000    0.451    0.045 flexparser.py:1011(consume_body_closing)
     1381    0.003    0.000    0.003    0.000 _model_construction.py:51(__setitem__)
     1410    0.003    0.000    0.004    0.000 _parser.py:372(_escape)
      609    0.003    0.000    0.006    0.000 typing.py:262(_collect_parameters)
        1    0.003    0.003    0.035    0.035 builtins.py:1(<module>)
     1774    0.003    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
  639/638    0.003    0.000    0.272    0.000 _generate_schema.py:1803(inner_handler)
     7632    0.003    0.000    0.003    0.000 {method 'lower' of 'str' objects}
      947    0.003    0.000    0.023    0.000 typing.py:885(__init__)
      818    0.003    0.000    0.005    0.000 dataclasses.py:701(_is_type)
     1888    0.003    0.000    0.004    0.000 _docscrape.py:58(seek_next_non_empty_line)
     6020    0.003    0.000    0.003    0.000 {method 'values' of 'dict' objects}
10270/10264    0.003    0.000    0.003    0.000 {built-in method posix.fspath}
     2160    0.003    0.000    0.019    0.000 <frozen importlib._bootstrap>:420(__exit__)
     2748    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
      415    0.003    0.000    0.004    0.000 fields.py:189(get_constraints)
      638    0.002    0.000    0.013    0.000 _fields.py:254(_is_finalvar_with_default_val)
      162    0.002    0.000    0.045    0.000 dataclasses.py:568(_init_fn)
  527/415    0.002    0.000    0.202    0.000 fields.py:393(__init__)
  411/409    0.002    0.000    0.003    0.000 converters.py:55(from_arguments)
       86    0.002    0.000    0.005    0.000 __init__.py:347(__new__)
       39    0.002    0.000    0.018    0.000 typing.py:2780(__new__)
     2848    0.002    0.000    0.003    0.000 _typing_extra.py:159(_check_finalvar)
      187    0.002    0.000    0.008    0.000 <frozen abc>:110(register)
     1111    0.002    0.000    0.005    0.000 _std_types_schema.py:393(sequence_like_prepare_pydantic_annotations)
     5782    0.002    0.000    0.002    0.000 {method 'find' of 'str' objects}
      609    0.002    0.000    0.005    0.000 _typing_extra.py:110(is_annotated)
3046/2849    0.002    0.000    0.007    0.000 typing.py:428(<genexpr>)
     1115    0.002    0.000    0.006    0.000 registry.py:526(_helper_single_adder)
     2085    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap>:1128(find_spec)
      172    0.002    0.000    0.183    0.001 _core_utils.py:417(simplify_schema_references)
      128    0.002    0.000    0.130    0.001 _distn_infrastructure.py:782(_construct_doc)
     4907    0.002    0.000    0.002    0.000 {method 'values' of 'mappingproxy' objects}
     7523    0.002    0.000    0.004    0.000 typing.py:935(__eq__)
      172    0.002    0.000    0.458    0.003 _generate_schema.py:436(clean_schema)
      128    0.002    0.000    0.031    0.000 _distn_infrastructure.py:701(_construct_argparser)
     6894    0.002    0.000    0.002    0.000 _docscrape.py:44(__getitem__)
     1888    0.002    0.000    0.002    0.000 functools.py:65(wraps)
        1    0.002    0.002    0.108    0.108 compute.py:312(_make_global_functions)
     1008    0.002    0.000    0.012    0.000 registry.py:1416(UnitsContainer)
      204    0.002    0.000    0.042    0.000 __init__.py:2321(find_on_path)
      682    0.002    0.000    0.034    0.000 <frozen abc>:105(__new__)
     1367    0.002    0.000    0.003    0.000 validators.py:644(<genexpr>)
      212    0.002    0.000    0.017    0.000 typing.py:746(Literal)
     1823    0.002    0.000    0.004    0.000 typing.py:1465(__subclasscheck__)
     1111    0.002    0.000    0.005    0.000 _std_types_schema.py:564(mapping_like_prepare_pydantic_annotations)
     1032    0.002    0.000    0.366    0.000 _core_utils.py:400(walk_core_schema)
      172    0.002    0.000    0.007    0.000 _model_construction.py:255(_collect_bases_data)
      172    0.002    0.000    0.005    0.000 _config.py:94(for_model)
     2732    0.002    0.000    0.003    0.000 _parser.py:172(__setitem__)
     5348    0.002    0.000    0.002    0.000 {built-in method from_bytes}
      279    0.002    0.000    0.106    0.000 compute.py:296(_wrap_function)
     1195    0.002    0.000    0.003    0.000 enum.py:850(__setattr__)
     5219    0.002    0.000    0.003    0.000 _docscrape.py:81(is_empty)
      449    0.002    0.000    0.006    0.000 _generate_schema.py:2125(wrap_default)
       45    0.002    0.000    0.003    0.000 dataclasses.py:1185(_add_slots)
 1143/527    0.002    0.000    0.009    0.000 typing.py:199(convert_generics)
      347    0.002    0.000    0.005    0.000 docscrape.py:174(_is_at_section)
     1265    0.002    0.000    0.004    0.000 _parser.py:312(_class_escape)
      154    0.002    0.000    0.011    0.000 typing.py:1047(_generic_class_getitem)
      470    0.002    0.000    0.006    0.000 docscrape.py:74(read_to_condition)
      398    0.002    0.000    0.003    0.000 <frozen os>:680(__getitem__)
     3407    0.002    0.000    0.002    0.000 typing.py:213(_should_unflatten_callable_args)
     2323    0.002    0.000    0.006    0.000 _compiler.py:398(_simple)
2232/2228    0.002    0.000    0.005    0.000 copy.py:191(_deepcopy_list)
      341    0.002    0.000    0.008    0.000 css_parser.py:1108(selector_iter)
       27    0.002    0.000    0.002    0.000 {method 'readlines' of '_io._IOBase' objects}
     1888    0.002    0.000    0.003    0.000 mimetypes.py:86(add_type)
      850    0.002    0.000    0.012    0.000 _typing_extra.py:244(eval_type_backport)
     2156    0.002    0.000    0.004    0.000 {method 'extend' of 'list' objects}
       25    0.002    0.000    0.010    0.000 feedparser.py:216(_parsegen)
     1170    0.002    0.000    0.096    0.000 registry.py:1101(parse_unit_name)
     1756    0.002    0.000    0.006    0.000 dataclasses.py:1294(is_dataclass)
     1495    0.002    0.000    0.005    0.000 core_schema.py:3696(definition_reference_schema)
       24    0.002    0.000    0.005    0.000 util.py:186(_collapse_string_to_ranges)
     2868    0.002    0.000    0.006    0.000 _utils.py:74(lenient_issubclass)
      638    0.002    0.000    0.002    0.000 {built-in method pydantic_core._pydantic_core.to_jsonable_python}
      309    0.002    0.000    0.025    0.000 _docscrape.py:195(_read_to_next_section)
      448    0.002    0.000    0.003    0.000 fields.py:532(get_default)
     1438    0.002    0.000    0.005    0.000 base.py:68(__set__)
      344    0.002    0.000    0.004    0.000 _utils.py:83(is_model_class)
2537/1535    0.002    0.000    0.038    0.000 _generics.py:354(<genexpr>)
      105    0.002    0.000    0.014    0.000 docscrape.py:228(_parse_param_list)
      558    0.002    0.000    0.002    0.000 compute.py:112(_get_arg_names)
     2611    0.002    0.000    0.002    0.000 dataclasses.py:461(<genexpr>)
      179    0.002    0.000    0.003    0.000 _generate_schema.py:2019(<lambda>)
     4770    0.002    0.000    0.002    0.000 __init__.py:1030(<genexpr>)
       63    0.002    0.000    0.002    0.000 enum.py:986(_find_data_repr_)
      344    0.002    0.000    0.009    0.000 _generics.py:238(get_model_typevars_map)
       52    0.002    0.000    0.050    0.001 _docscrape.py:371(_parse)
     3654    0.002    0.000    0.002    0.000 {method 'remove' of 'list' objects}
     2552    0.002    0.000    0.003    0.000 _generate_schema.py:161(filter_field_decorator_info_by_field)
     2082    0.002    0.000    0.003    0.000 <frozen _collections_abc>:892(__iter__)
      200    0.002    0.000    0.002    0.000 pyplot.py:164(_copy_docstring_and_deprecators)
      317    0.002    0.000    0.011    0.000 overrides.py:142(decorator)
     1010    0.002    0.000    0.005    0.000 __init__.py:2341(dist_factory)
       52    0.002    0.000    0.099    0.002 _axis_nan_policy.py:389(axis_nan_policy_decorator)
      164    0.002    0.000    0.011    0.000 fields.py:325(from_annotated_attribute)
      104    0.002    0.000    0.014    0.000 _docscrape.py:218(_parse_param_list)
      552    0.002    0.000    0.159    0.000 _compiler.py:573(_code)
     4089    0.002    0.000    0.002    0.000 {method 'keys' of 'dict' objects}
        4    0.002    0.000    0.019    0.005 table.py:1(<module>)
     2082    0.002    0.000    0.016    0.000 typing.py:723(<genexpr>)
      976    0.002    0.000    0.029    0.000 __init__.py:711(__setitem__)
      638    0.002    0.000    0.006    0.000 _typing_extra.py:144(is_classvar)
        1    0.002    0.002    0.014    0.014 _multivariate.py:1(<module>)
     4630    0.002    0.000    0.003    0.000 typing.py:1252(__eq__)
     3621    0.002    0.000    0.002    0.000 {built-in method _weakref._remove_dead_weakref}
     1111    0.002    0.000    0.002    0.000 _std_types_schema.py:191(uuid_prepare_pydantic_annotations)
      468    0.002    0.000    0.004    0.000 _docscrape.py:452(_str_param_list)
        4    0.002    0.000    0.027    0.007 types.py:1(<module>)
  527/415    0.002    0.000    0.192    0.000 fields.py:537(prepare)
      225    0.002    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
      327    0.002    0.000    0.002    0.000 fields.py:494(_collect_metadata)
      226    0.002    0.000    0.004    0.000 <frozen zipimport>:64(__init__)
        1    0.002    0.002    0.005    0.005 decoder.py:343(raw_decode)
      614    0.002    0.000    0.006    0.000 typing.py:2087(__class_getitem__)
      451    0.002    0.000    0.004    0.000 inspect.py:2781(replace)
     2397    0.002    0.000    0.002    0.000 feedparser.py:77(readline)
     2389    0.002    0.000    0.003    0.000 _docscrape.py:91(peek)
     5914    0.002    0.000    0.002    0.000 util.py:944(_is_dim)
     2111    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap>:982(find_spec)
   306/12    0.002    0.000    0.007    0.001 core.py:811(_parseNoCache)
        3    0.002    0.001    0.012    0.004 _writer.py:1(<module>)
     2223    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
     3711    0.002    0.000    0.003    0.000 util.py:552(__len__)
     2223    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
     1731    0.002    0.000    0.003    0.000 _typing_extra.py:492(is_self_type)
      841    0.002    0.000    0.003    0.000 functions.py:77(localname)
     2371    0.002    0.000    0.003    0.000 utils.py:180(lenient_issubclass)
      704    0.002    0.000    0.002    0.000 typing.py:2476(overload)
     2994    0.002    0.000    0.003    0.000 typing.py:1603(__eq__)
       37    0.002    0.000    0.002    0.000 transforms.py:1324(__init_subclass__)
    56/16    0.002    0.000    0.029    0.002 css_parser.py:925(parse_selectors)
      417    0.002    0.000    0.003    0.000 typing.py:1609(__hash__)
      836    0.002    0.000    0.004    0.000 dataclasses.py:864(_set_new_attribute)
      169    0.002    0.000    0.004    0.000 colors.py:310(_to_rgba_no_colorcycle)
     1018    0.002    0.000    0.006    0.000 typing.py:511(is_finalvar)
      586    0.002    0.000    0.002    0.000 _inspect.py:65(getargs)
      552    0.002    0.000    0.002    0.000 {built-in method _sre.compile}
      108    0.002    0.000    0.035    0.000 _distn_infrastructure.py:1862(_attach_methods)
      279    0.002    0.000    0.002    0.000 compute.py:209(_get_options_class)
     3814    0.002    0.000    0.002    0.000 <frozen posixpath>:41(_get_sep)
      546    0.002    0.000    0.002    0.000 config.py:117(get_field_info)
      225    0.002    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
  623/525    0.002    0.000    0.002    0.000 _compiler.py:436(_get_literal_prefix)
      136    0.002    0.000    0.055    0.000 _docstring.py:38(__call__)
 3386/802    0.002    0.000    0.002    0.000 __init__.py:353(recursive_subclasses)
      737    0.002    0.000    0.003    0.000 _parser.py:86(opengroup)
     4798    0.002    0.000    0.002    0.000 artist.py:1563(<genexpr>)
      190    0.002    0.000    0.014    0.000 __init__.py:2927(from_location)
        1    0.002    0.002    0.002    0.002 _pep440.py:129(InvalidVersion)
      226    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
      315    0.001    0.000    0.011    0.000 plain.py:84(from_string_and_config)
       94    0.001    0.000    0.023    0.000 __init__.py:1391(_preprocess_data)
      357    0.001    0.000    0.006    0.000 inspect.py:794(_finddoc)
      380    0.001    0.000    0.024    0.000 __init__.py:2392(distributions_from_metadata)
     2126    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:599(__init__)
